EmpID,FirstName,LastName,Department,JobRole,HireDate,TerminationDate,Salary,Gender,JobSatisfaction,Attrition
11458,Jane,Johnson,R&D,Director,05/29/2015,,69408,Female,4,No
11459,John,Davis,Sales,Analyst,05/05/2020,2023-09-16,135843,Female,1,Yes
11460,Eve,Smith,HR,Director,2015-06-23,,85674,M,3,No
11461,Bob,Miller, HR,Salesperson,2019-05-16,,107344,Female,2,No
11462,Charlie,Miller,R&D,Manager,2019-07-08,,91935,F,2,No
11463,Charlie,Smith,HR,Analyst,2015-01-12,,113172,Male,4,No
11464,Bob,Smith,R&D,Salesperson,2016-04-03,,92329,F,2,No
11465,Diana,Davis,R&D,Developer,2018-10-27,,146561,M,1,No
11466,Jane,Brown,HR,Salesperson,2015-04-02,,91485,Female,3,No
11467,Eve,Davis, saLes ,HR Rep,2023-03-08,,73862,Female,3,No
11468,Bob,Smith,HR,Salesperson,12/15/2019,,80617,F,2,No
11469,Jane,Doe, HR,Developer,2015-03-15,,,Female,2,No
11470,Alice,Miller,R&D,Manager,2021-07-31,,43108,Female,1,No
11471,Frank,Davis,Sales,Salesperson,2017-06-19,,52548,F,3,No
11472,Bob,Johnson, saLes ,Analyst,2016-03-13,,115349,Female,2,No
11473,Jane,Davis,R&D,Manager,2018-04-30,,90053,Male,1,No
11474,Jane,Brown,Sales,HR Rep,2015-02-13,2017-07-24,59280,M,4,Yes
11475,Frank,Johnson,Sales,Manager,2017-02-18,,99238,F,1,No
11476,Eve,Doe, HR,HR Rep,2015-12-29,,139119,Male,4,No
11477,Frank,Davis,HR,Manager,2015-11-27,,,Female,1,No
11478,Bob,Johnson,R&D,Manager,2015-09-02,,97183,F,4,No
11479,Charlie,Doe, HR,Developer,2020-11-17,,131910,F,1,No
11480,John,Doe, HR,Manager,2016-04-13,,55357,Female,2,No
11481,Diana,Davis,R&D,Analyst,2022-12-13,,137443,Male,2,yes
11482,Frank,Miller,R&D,Salesperson,2022-04-05,,78963,Male,1,No
11483,Charlie,Doe,R&D,HR Rep,2021-05-26,2023-12-23,109412,M,1,Yes
11484,Jane,Davis, saLes ,HR Rep,2021-07-02,2024-01-03,96303,Male,4,Yes
11485,John,Miller,Sales,Analyst,2020-11-25,,113776,M,1,No
11486,Bob,Doe, HR,HR Rep,2016-08-11,,141790,Male,3,No
11487,John,Doe,HR,Salesperson,2015-12-30,,111170,F,3,No
11488,Diana,Brown, saLes ,Director,2022-02-19,,131865,M,3,No
11489,Diana,Smith,R&D,Manager,2016-06-30,,108323,Female,2,No
11490,Jane,Smith, HR,Manager,2021-04-10,,45486,M,1,No
11491,Bob,Doe,R&D,Manager,2018-05-01,2021-11-29,126455,Female,3,Yes
11492,John,Davis,R&D,HR Rep,2016-04-21,,116951,Female,2,No
11493,Alice,Doe,R&D,Salesperson,2015-02-25,,121611,F,1,No
11494,Eve,Miller,HR,Manager,2016-07-23,,134223,F,3,No
11495,Frank,Smith,R&D,Developer,2019-02-02,,89323,Female,1,No
11496,Charlie,Wilson, saLes ,Analyst,2017-05-08,,113322,Male,4,No
11497,Alice,Brown,R&D,Developer,2015-01-03,,70591,M,3,No
11498,Charlie,Brown, saLes ,HR Rep,2019-04-29,,118946,Female,3,yes
11499,Alice,Miller,Sales,Salesperson,01/22/2020,,84874,M,4,No
11500,Jane,Wilson, HR,Director,2019-11-19,,58365,M,4,No

